pasta,wav,ingles
voice/conditions/air_temp_increasing_its_now,1-b.wav,"air temperature's increasing, it's now"
voice/conditions/air_temp_increasing_its_now,1-c.wav,"air temperature's increasing, it's now"
voice/conditions/air_temp_increasing_its_now,2-a.wav,"air temp's rising, it's now"
voice/conditions/air_temp_increasing_its_now,2-b.wav,"air temp's rising, it's now"
voice/conditions/air_temp_increasing_its_now,2-c.wav,"air temp's rising, it's now"
voice/conditions/we_expect_light_rain_in_the_next,5-a.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,5-b.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,5-c.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,4-a.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,4-b.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,4-c.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,2-a.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,2-b.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,2-c.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,3-a.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,3-b.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,3-c.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,1-a.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,1-b.wav,we expect light rain in the next
voice/conditions/we_expect_light_rain_in_the_next,1-c.wav,we expect light rain in the next
voice/conditions/mid_rain_increasing,2-a.wav,"it's raining now, seems to be increasing"
voice/conditions/mid_rain_increasing,2-b.wav,"it's raining now, seems to be increasing"
voice/conditions/mid_rain_increasing,2-c.wav,"it's raining now, seems to be increasing"
voice/conditions/mid_rain_increasing,1_op_prefix_ok-a.wav,"we're getting proper rain now, looks like it's getting harder"
voice/conditions/mid_rain_increasing,1_op_prefix_ok-b.wav,"we're getting proper rain now, looks like it's getting harder"
voice/conditions/mid_rain_increasing,1_op_prefix_ok-c.wav,"we're getting proper rain now, looks like it's getting harder"
voice/conditions/mid_rain_increasing,3-a.wav,"it's quite rainy now, and getting harder"
voice/conditions/mid_rain_increasing,3-b.wav,"it's quite rainy now, and getting harder"
voice/conditions/mid_rain_increasing,3-c.wav,"it's quite rainy now, and getting harder"
voice/conditions/we_expect_heavy_rain_in_the_next,5-a.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,5-b.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,5-c.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,3-a.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,3-b.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,3-c.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,1-a.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,1-b.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,1-c.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,2-a.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,2-b.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,2-c.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,4-a.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,4-b.wav,we expect heavy rain in the next
voice/conditions/we_expect_heavy_rain_in_the_next,4-c.wav,we expect heavy rain in the next
voice/conditions/air_temp_is,3-a.wav,the air temp is
voice/conditions/air_temp_is,3-b.wav,the air temp is
voice/conditions/air_temp_is,3-c.wav,the air temp is
voice/conditions/air_temp_is,2-a.wav,the air temp is
voice/conditions/air_temp_is,2-b.wav,the air temp is
voice/conditions/air_temp_is,2-c.wav,the air temp is
voice/conditions/air_temp_is,1-a.wav,the air temp is
voice/conditions/air_temp_is,1-b.wav,the air temp is
voice/conditions/air_temp_is,1-c.wav,the air temp is
voice/conditions/light_rain_decreasing,1-a.wav,"it's not raining so heavily now, seems to be improving"
voice/conditions/light_rain_decreasing,1-b.wav,"it's not raining so heavily now, seems to be improving"
voice/conditions/light_rain_decreasing,1-c.wav,"it's not raining so heavily now, seems to be improving"
voice/conditions/light_rain_decreasing,3-a.wav,the rain's easy right off now
voice/conditions/light_rain_decreasing,3-b.wav,the rain's easy right off now
voice/conditions/light_rain_decreasing,3-c.wav,the rain's easy right off now
voice/conditions/light_rain_decreasing,4-a.wav,"we've got light rain here, it's clearing up"
voice/conditions/light_rain_decreasing,4-b.wav,"we've got light rain here, it's clearing up"
voice/conditions/light_rain_decreasing,4-c.wav,"we've got light rain here, it's clearing up"
voice/conditions/light_rain_decreasing,2_op_prefix_ok-a.wav,"light rain now, looks like it's getting better"
voice/conditions/light_rain_decreasing,2_op_prefix_ok-b.wav,"light rain now, looks like it's getting better"
voice/conditions/light_rain_decreasing,2_op_prefix_ok-c.wav,"light rain now, looks like it's getting better"
voice/conditions/celsius,3-a.wav,celsius
voice/conditions/celsius,3-b.wav,celsius
voice/conditions/celsius,3-c.wav,celsius
voice/conditions/celsius,4-a.wav,celsius
voice/conditions/celsius,4-b.wav,celsius
voice/conditions/celsius,4-c.wav,celsius
voice/conditions/celsius,2-a.wav,celsius
voice/conditions/celsius,2-b.wav,celsius
voice/conditions/celsius,2-c.wav,celsius
voice/conditions/celsius,1-a.wav,celsius
voice/conditions/celsius,1-b.wav,celsius
voice/conditions/celsius,1-c.wav,celsius
voice/conditions/heavy_rain_increasing,4_op_prefix_ok-a.wav,"getting harder, take it easy"
voice/conditions/heavy_rain_increasing,4_op_prefix_ok-b.wav,"getting harder, take it easy"
voice/conditions/heavy_rain_increasing,4_op_prefix_ok-c.wav,"getting harder, take it easy"
voice/conditions/heavy_rain_increasing,3_op_suffix_please-a.wav,it's chucking it down now
voice/conditions/heavy_rain_increasing,3_op_suffix_please-b.wav,it's chucking it down now
voice/conditions/heavy_rain_increasing,3_op_suffix_please-c.wav,it's chucking it down now
voice/conditions/heavy_rain_increasing,2_op_prefix_ok-a.wav,"it's really raining now, seems to be increasing"
voice/conditions/heavy_rain_increasing,2_op_prefix_ok-b.wav,"it's really raining now, seems to be increasing"
voice/conditions/heavy_rain_increasing,2_op_prefix_ok-c.wav,"it's really raining now, seems to be increasing"
voice/conditions/heavy_rain_increasing,1_op_suffix_please-a.wav,"this rain's really heavy now, and getting harder, take care"
voice/conditions/heavy_rain_increasing,1_op_suffix_please-b.wav,"this rain's really heavy now, and getting harder, take care"
voice/conditions/heavy_rain_increasing,1_op_suffix_please-c.wav,"this rain's really heavy now, and getting harder, take care"
voice/conditions/track_temp_increasing_its_now,2-a.wav,"the track temperature's rising, it's now"
voice/conditions/track_temp_increasing_its_now,2-b.wav,"the track temperature's rising, it's now"
voice/conditions/track_temp_increasing_its_now,2-c.wav,"the track temperature's rising, it's now"
voice/conditions/track_temp_increasing_its_now,1-a.wav,"the track temperature's increasing, it's now"
voice/conditions/track_temp_increasing_its_now,1-b.wav,"the track temperature's increasing, it's now"
voice/conditions/track_temp_increasing_its_now,1-c.wav,"the track temperature's increasing, it's now"
voice/conditions/track_temp_increasing_its_now,3-a.wav,"the track temp's increasing, it's now"
voice/conditions/track_temp_increasing_its_now,3-b.wav,"the track temp's increasing, it's now"
voice/conditions/track_temp_increasing_its_now,3-c.wav,"the track temp's increasing, it's now"
voice/conditions/track_temp_decreasing_its_now,2-a.wav,"the track temperature's falling, it's now"
voice/conditions/track_temp_decreasing_its_now,2-b.wav,"the track temperature's falling, it's now"
voice/conditions/track_temp_decreasing_its_now,2-c.wav,"the track temperature's falling, it's now"
voice/conditions/track_temp_decreasing_its_now,3-a.wav,"the track temperature's decreasing, it's now"
voice/conditions/track_temp_decreasing_its_now,3-b.wav,"the track temperature's decreasing, it's now"
voice/conditions/track_temp_decreasing_its_now,3-c.wav,"the track temperature's decreasing, it's now"
voice/conditions/track_temp_decreasing_its_now,1-a.wav,"the track temperature's decreasing, it's now"
voice/conditions/track_temp_decreasing_its_now,1-b.wav,"the track temperature's decreasing, it's now"
voice/conditions/track_temp_decreasing_its_now,1-c.wav,"the track temperature's decreasing, it's now"
voice/conditions/mid_rain_decreasing,2-a.wav,"the rain's easing now, looks like conditions are improving"
voice/conditions/mid_rain_decreasing,2-b.wav,"the rain's easing now, looks like conditions are improving"
voice/conditions/mid_rain_decreasing,2-c.wav,"the rain's easing now, looks like conditions are improving"
voice/conditions/track_temp_is,3-a.wav,the track temp is
voice/conditions/track_temp_is,3-b.wav,the track temp is
voice/conditions/track_temp_is,3-c.wav,the track temp is
voice/conditions/track_temp_is,1-a.wav,the track temp is
voice/conditions/track_temp_is,1-b.wav,the track temp is
voice/conditions/track_temp_is,1-c.wav,the track temp is
voice/conditions/track_temp_is,2-a.wav,the track temp is
voice/conditions/track_temp_is,2-b.wav,the track temp is
voice/conditions/track_temp_is,2-c.wav,the track temp is
voice/conditions/we_expect_rain_in_the_next,2-a.wav,we expect to see some rain in the next
voice/conditions/we_expect_rain_in_the_next,2-b.wav,we expect to see some rain in the next
voice/conditions/we_expect_rain_in_the_next,2-c.wav,we expect to see some rain in the next
voice/conditions/we_expect_rain_in_the_next,3-a.wav,looks like it's gonna rain in the next
voice/conditions/we_expect_rain_in_the_next,3-b.wav,looks like it's gonna rain in the next
voice/conditions/we_expect_rain_in_the_next,3-c.wav,looks like it's gonna rain in the next
voice/conditions/we_expect_rain_in_the_next,1-a.wav,we expect rain in the next
voice/conditions/we_expect_rain_in_the_next,1-b.wav,we expect rain in the next
voice/conditions/we_expect_rain_in_the_next,1-c.wav,we expect rain in the next
voice/conditions/maximum_rain,2-a.wav,"the rain's absolutely terrible here, be careful"
voice/conditions/maximum_rain,2-b.wav,"the rain's absolutely terrible here, be careful"
voice/conditions/maximum_rain,2-c.wav,"the rain's absolutely terrible here, be careful"
voice/conditions/maximum_rain,sweary_3-a.wav,"it's properly pissing it down here, mate"
voice/conditions/maximum_rain,sweary_3-b.wav,"it's properly pissing it down here, mate"
voice/conditions/maximum_rain,sweary_3-c.wav,"it's properly pissing it down here, mate"
voice/conditions/maximum_rain,1-a.wav,"it's like a fucking monsoon here, watch out"
voice/conditions/maximum_rain,1-b.wav,"it's like a fucking monsoon here, watch out"
voice/conditions/maximum_rain,1-c.wav,"it's like a fucking monsoon here, watch out"
voice/conditions/air_and_track_temp_decreasing,3-a.wav,air and track temps decreasing
voice/conditions/air_and_track_temp_decreasing,3-b.wav,air and track temps decreasing
voice/conditions/air_and_track_temp_decreasing,3-c.wav,air and track temps decreasing
voice/conditions/air_and_track_temp_decreasing,2-a.wav,air and track temps are falling
voice/conditions/air_and_track_temp_decreasing,2-b.wav,air and track temps are falling
voice/conditions/air_and_track_temp_decreasing,2-c.wav,air and track temps are falling
voice/conditions/air_and_track_temp_decreasing,1-a.wav,air and track temps are decreasing
voice/conditions/air_and_track_temp_decreasing,1-b.wav,air and track temps are decreasing
voice/conditions/air_and_track_temp_decreasing,1-c.wav,air and track temps are decreasing
voice/conditions/air_and_track_temp_increasing,1-a.wav,air and track temperatures are increasing
voice/conditions/air_and_track_temp_increasing,1-b.wav,air and track temperatures are increasing
voice/conditions/air_and_track_temp_increasing,1-c.wav,air and track temperatures are increasing
voice/conditions/air_and_track_temp_increasing,3-a.wav,air and track temps are increasing
voice/conditions/air_and_track_temp_increasing,3-b.wav,air and track temps are increasing
voice/conditions/air_and_track_temp_increasing,3-c.wav,air and track temps are increasing
voice/conditions/air_and_track_temp_increasing,2-a.wav,air and track temperatures are rising
voice/conditions/air_and_track_temp_increasing,2-b.wav,air and track temperatures are rising
voice/conditions/air_and_track_temp_increasing,2-c.wav,air and track temperatures are rising
voice/conditions/heavy_rain_decreasing,3_op_suffix_please-a.wav,"it's still really raining, but it seems to be decreasing"
voice/conditions/heavy_rain_decreasing,3_op_suffix_please-b.wav,"it's still really raining, but it seems to be decreasing"
voice/conditions/heavy_rain_decreasing,3_op_suffix_please-c.wav,"it's still really raining, but it seems to be decreasing"
voice/conditions/heavy_rain_decreasing,2-a.wav,"the rain's easing off a bit, but it's still heavy, take care"
voice/conditions/heavy_rain_decreasing,2-b.wav,"the rain's easing off a bit, but it's still heavy, take care"
voice/conditions/heavy_rain_decreasing,2-c.wav,"the rain's easing off a bit, but it's still heavy, take care"
voice/conditions/heavy_rain_decreasing,1_op_prefix_ok-a.wav,"it's chucking it down now, but easing off, take it easy"
voice/conditions/heavy_rain_decreasing,1_op_prefix_ok-b.wav,"it's chucking it down now, but easing off, take it easy"
voice/conditions/heavy_rain_decreasing,1_op_prefix_ok-c.wav,"it's chucking it down now, but easing off, take it easy"
voice/mandatory_pit_stops/will_fix_rear_aero,1-a.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,1-b.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,1-c.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,5-a.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,5-b.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,5-c.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,2-a.wav,we're gonna fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,2-b.wav,we're gonna fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,2-c.wav,we're gonna fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,4-a.wav,we're fixing the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,4-b.wav,we're fixing the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,4-c.wav,we're fixing the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,3-a.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,3-b.wav,we'll fix the rear aero
voice/mandatory_pit_stops/will_fix_rear_aero,3-c.wav,we'll fix the rear aero
voice/mandatory_pit_stops/wait,6-a.wav,wait
voice/mandatory_pit_stops/wait,6-b.wav,wait
voice/mandatory_pit_stops/wait,6-c.wav,wait
voice/mandatory_pit_stops/wait,1-a.wav,wait
voice/mandatory_pit_stops/wait,1-b.wav,wait
voice/mandatory_pit_stops/wait,1-c.wav,wait
voice/mandatory_pit_stops/wait,5-a.wav,wait
voice/mandatory_pit_stops/wait,5-b.wav,wait
voice/mandatory_pit_stops/wait,5-c.wav,wait
voice/mandatory_pit_stops/wait,7-a.wav,wait
voice/mandatory_pit_stops/wait,7-b.wav,wait
voice/mandatory_pit_stops/wait,7-c.wav,wait
voice/mandatory_pit_stops/wait,3-a.wav,wait
voice/mandatory_pit_stops/wait,3-b.wav,wait
voice/mandatory_pit_stops/wait,3-c.wav,wait
voice/mandatory_pit_stops/wait,9-a.wav,wait
voice/mandatory_pit_stops/wait,9-b.wav,wait
voice/mandatory_pit_stops/wait,9-c.wav,wait
voice/mandatory_pit_stops/wait,8-a.wav,wait
voice/mandatory_pit_stops/wait,8-b.wav,wait
voice/mandatory_pit_stops/wait,8-c.wav,wait
voice/mandatory_pit_stops/wait,2-a.wav,wait
voice/mandatory_pit_stops/wait,2-b.wav,wait
voice/mandatory_pit_stops/wait,2-c.wav,wait
voice/mandatory_pit_stops/wait,4-a.wav,wait
voice/mandatory_pit_stops/wait,4-b.wav,wait
voice/mandatory_pit_stops/wait,4-c.wav,wait
voice/mandatory_pit_stops/metres,2-a.wav,metres
voice/mandatory_pit_stops/metres,2-b.wav,metres
voice/mandatory_pit_stops/metres,2-c.wav,metres
voice/mandatory_pit_stops/metres,3-a.wav,metres
voice/mandatory_pit_stops/metres,3-b.wav,metres
voice/mandatory_pit_stops/metres,3-c.wav,metres
voice/mandatory_pit_stops/metres,1-a.wav,metres
voice/mandatory_pit_stops/metres,1-b.wav,metres
voice/mandatory_pit_stops/metres,1-c.wav,metres
voice/mandatory_pit_stops/confirm_change_tyres,4-a.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,4-b.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,4-c.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,3-a.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,3-b.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,3-c.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,1-a.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,1-b.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,1-c.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,5-a.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,5-b.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,5-c.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,2-a.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,2-b.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_change_tyres,2-c.wav,"acknowledged, we'll change tyres"
voice/mandatory_pit_stops/confirm_dont_fix_aero,4-a.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,4-b.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,4-c.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,5-a.wav,"acknowledged, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,5-b.wav,"acknowledged, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,5-c.wav,"acknowledged, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,6-a.wav,"copy that, no aero fixes"
voice/mandatory_pit_stops/confirm_dont_fix_aero,6-b.wav,"copy that, no aero fixes"
voice/mandatory_pit_stops/confirm_dont_fix_aero,6-c.wav,"copy that, no aero fixes"
voice/mandatory_pit_stops/confirm_dont_fix_aero,3-a.wav,"acknowledged, no aero fix at the next pit stop"
voice/mandatory_pit_stops/confirm_dont_fix_aero,3-b.wav,"acknowledged, no aero fix at the next pit stop"
voice/mandatory_pit_stops/confirm_dont_fix_aero,3-c.wav,"acknowledged, no aero fix at the next pit stop"
voice/mandatory_pit_stops/confirm_dont_fix_aero,1-a.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,1-b.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,1-c.wav,"understood, we're not gonna fix the aero"
voice/mandatory_pit_stops/confirm_dont_fix_aero,2-a.wav,"copy that, no aero fixes this time"
voice/mandatory_pit_stops/confirm_dont_fix_aero,2-b.wav,"copy that, no aero fixes this time"
voice/mandatory_pit_stops/confirm_dont_fix_aero,2-c.wav,"copy that, no aero fixes this time"
voice/mandatory_pit_stops/minutes,3-a.wav,minutes
voice/mandatory_pit_stops/minutes,3-b.wav,minutes
voice/mandatory_pit_stops/minutes,3-c.wav,minutes
voice/mandatory_pit_stops/minutes,1-a.wav,minutes
voice/mandatory_pit_stops/minutes,1-b.wav,minutes
voice/mandatory_pit_stops/minutes,1-c.wav,minutes
voice/mandatory_pit_stops/minutes,2-a.wav,minutes
voice/mandatory_pit_stops/minutes,2-b.wav,minutes
voice/mandatory_pit_stops/minutes,2-c.wav,minutes
voice/mandatory_pit_stops/confirm_fix_front_aero,1-a.wav,"copy that, we'll fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,1-b.wav,"copy that, we'll fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,1-c.wav,"copy that, we'll fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,3-a.wav,"okay, we're gonna fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,3-b.wav,"okay, we're gonna fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,3-c.wav,"okay, we're gonna fix the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,2-a.wav,"understood, we're fixing the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,2-b.wav,"understood, we're fixing the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,2-c.wav,"understood, we're fixing the front aero"
voice/mandatory_pit_stops/confirm_fix_front_aero,4-a.wav,"acknowledged, we'll fix the front aero only"
voice/mandatory_pit_stops/confirm_fix_front_aero,4-b.wav,"acknowledged, we'll fix the front aero only"
voice/mandatory_pit_stops/confirm_fix_front_aero,4-c.wav,"acknowledged, we'll fix the front aero only"
voice/mandatory_pit_stops/confirm_fix_front_aero,5-a.wav,"copy that, we'll fix the front aero only"
voice/mandatory_pit_stops/confirm_fix_front_aero,5-b.wav,"copy that, we'll fix the front aero only"
voice/mandatory_pit_stops/confirm_fix_front_aero,5-c.wav,"copy that, we'll fix the front aero only"
voice/mandatory_pit_stops/pit_window_open,1_op_prefix_ok-a.wav,pit window is open
voice/mandatory_pit_stops/pit_window_open,1_op_prefix_ok-b.wav,pit window is open
voice/mandatory_pit_stops/pit_window_open,1_op_prefix_ok-c.wav,pit window is open
voice/mandatory_pit_stops/pit_window_open,2_op_prefix_ok-a.wav,pit window open
voice/mandatory_pit_stops/pit_window_open,2_op_prefix_ok-b.wav,pit window open
voice/mandatory_pit_stops/pit_window_open,2_op_prefix_ok-c.wav,pit window open
voice/mandatory_pit_stops/pit_window_open,3_op_prefix_ok-a.wav,the pit window is now open
voice/mandatory_pit_stops/pit_window_open,3_op_prefix_ok-b.wav,the pit window is now open
voice/mandatory_pit_stops/pit_window_open,3_op_prefix_ok-c.wav,the pit window is now open
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,6-a.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,6-b.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,6-c.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,5-a.wav,"we'll be refueling, we're not changing tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,5-b.wav,"we'll be refueling, we're not changing tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,5-c.wav,"we'll be refueling, we're not changing tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,3-a.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,3-b.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,3-c.wav,"we're refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,1-a.wav,"we'll be refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,1-b.wav,"we'll be refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,1-c.wav,"we'll be refueling only, no tyres"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,2-a.wav,"no tyres this time, we're refueling only"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,2-b.wav,"no tyres this time, we're refueling only"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,2-c.wav,"no tyres this time, we're refueling only"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,4-a.wav,"we'll be refueling, no tyres this time"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,4-b.wav,"we'll be refueling, no tyres this time"
voice/mandatory_pit_stops/will_put_fuel_in_no_tyres,4-c.wav,"we'll be refueling, no tyres this time"
voice/mandatory_pit_stops/confirm_change_front_right_only,4-a.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,4-b.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,4-c.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,3-a.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,3-b.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,3-c.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,2-a.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,2-b.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,2-c.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,1-a.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,1-b.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/confirm_change_front_right_only,1-c.wav,"acknowledged, we'll change front right only"
voice/mandatory_pit_stops/will_change_front_tyres_only,4-a.wav,we'll change the front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,4-b.wav,we'll change the front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,4-c.wav,we'll change the front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,5-a.wav,we'll change the front tyres only this time
voice/mandatory_pit_stops/will_change_front_tyres_only,5-b.wav,we'll change the front tyres only this time
voice/mandatory_pit_stops/will_change_front_tyres_only,5-c.wav,we'll change the front tyres only this time
voice/mandatory_pit_stops/will_change_front_tyres_only,1-a.wav,we're changing your front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,1-b.wav,we're changing your front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,1-c.wav,we're changing your front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,3-a.wav,we're changing front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,3-b.wav,we're changing front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,3-c.wav,we're changing front tyres only
voice/mandatory_pit_stops/will_change_front_tyres_only,2-a.wav,we're changing front tyres only this time
voice/mandatory_pit_stops/will_change_front_tyres_only,2-b.wav,we're changing front tyres only this time
voice/mandatory_pit_stops/will_change_front_tyres_only,2-c.wav,we're changing front tyres only this time
voice/mandatory_pit_stops/confirm_dry_tyres,3-a.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,3-b.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,3-c.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,1-a.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,1-b.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,1-c.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,2-a.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,2-b.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,2-c.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,5-a.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,5-b.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,5-c.wav,"acknowledged, dry tyres"
voice/mandatory_pit_stops/confirm_dry_tyres,4-a.wav,"acknowledged, dry tyres"
